alpha_3,ADM0_PCODE,ADM0_REF,ADM1_PCODE,ADM1_REF,ADM2_PCODE,ADM2_REF,ADM3_PCODE,ADM3_REF,ADM_LEVEL,ADM_PCODE,ADM_REF,Season,CHIRPS_mean,CHIRPS_min,CHIRPS_max
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070204,Shashogo,3,ET070204,Shashogo,octdec,18.13472,2.32645,35.0462
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070205,Misrak Badawacho,3,ET070205,Misrak Badawacho,octdec,20.01211,3.47442,33.6687
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070206,Soro,3,ET070206,Soro,octdec,104.03041,72.5099,142.8241
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070207,Duna,3,ET070207,Duna,octdec,101.40889,82.74744,127.08963
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070208,Analemmo,3,ET070208,Analemmo,octdec,20.69139,6.46682,37.98024
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070209,Mirab Badowach,3,ET070209,Mirab Badowach,octdec,35.68411,25.38557,41.13609
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070210,Gibe,3,ET070210,Gibe,octdec,89.15349,64.99464,102.5579
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070211,Hosaena town,3,ET070211,Hosaena town,octdec,51.34121,51.34121,51.34121
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070212,Shone Town,3,ET070212,Shone Town,octdec,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070213,Gimbichu town,3,ET070213,Gimbichu town,octdec,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070214,Jajura town,3,ET070214,Jajura town,octdec,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070215,Ameka,3,ET070215,Ameka,octdec,72.92119,61.12468,82.43828
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070216,Siraro Badawacho,3,ET070216,Siraro Badawacho,octdec,15.01687,8.64079,21.39294
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070217,Mirab Soro,3,ET070217,Mirab Soro,octdec,129.76281,115.53683,142.08295
ETH,ET,Ethiopia,ET07,SNNP,ET0703,Kembata Tembaro,ET070301,Tembaro,3,ET070301,Tembaro,octdec,129.03657,107.89297,156.12642
ETH,ET,Ethiopia,ET07,SNNP,ET0703,Kembata Tembaro,ET070302,Angacha,3,ET070302,Angacha,octdec,55.545,47.77904,62.50517
ETH,ET,Ethiopia,ET07,SNNP,ET0703,Kembata Tembaro,ET070303,Kediada Gambela,3,ET070303,Kediada Gambela,octdec,39.45667,20.81935,68.05122
ETH,ET,Ethiopia,ET07,SNNP,ET0703,Kembata Tembaro,ET070304,Kacha Bira,3,ET070304,Kacha Bira,octdec,43.28989,22.75847,64.41768
ETH,ET,Ethiopia,ET07,SNNP,ET0703,Kembata Tembaro,ET070305,Hadero Tunto,3,ET070305,Hadero Tunto,octdec,84.96775,50.49844,121.3718
ETH,ET,Ethiopia,ET07,SNNP,ET0703,Kembata Tembaro,ET070306,Doyogena,3,ET070306,Doyogena,octdec,65.73453,57.2924,70.43713
ETH,ET,Ethiopia,ET07,SNNP,ET0703,Kembata Tembaro,ET070307,Damboya,3,ET070307,Damboya,octdec,43.37893,35.91601,51.09872
ETH,ET,Ethiopia,ET07,SNNP,ET0703,Kembata Tembaro,ET070308,Durame town,3,ET070308,Durame town,octdec,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0703,Kembata Tembaro,ET070309,Adilo,3,ET070309,Adilo,octdec,32.96789,19.69124,56.17168
ETH,ET,Ethiopia,ET07,SNNP,ET0703,Kembata Tembaro,ET070310,Shinshincho town,3,ET070310,Shinshincho town,octdec,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0703,Kembata Tembaro,ET070312,Hadero town,3,ET070312,Hadero town,octdec,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0705,Gedeo,ET070501,Wenago,3,ET070501,Wenago,octdec,-30.6181,-38.29803,-15.20529
ETH,ET,Ethiopia,ET07,SNNP,ET0705,Gedeo,ET070502,Yirgachefe,3,ET070502,Yirgachefe,octdec,-39.82118,-47.57211,-29.24803
ETH,ET,Ethiopia,ET07,SNNP,ET0705,Gedeo,ET070503,Kochere,3,ET070503,Kochere,octdec,-22.75869,-32.16685,-6.31213
ETH,ET,Ethiopia,ET07,SNNP,ET0705,Gedeo,ET070504,Bule,3,ET070504,Bule,octdec,-25.97085,-43.19371,-15.03065
ETH,ET,Ethiopia,ET07,SNNP,ET0705,Gedeo,ET070505,Dila Zuria,3,ET070505,Dila Zuria,octdec,-12.53464,-22.58176,-3.44086
ETH,ET,Ethiopia,ET07,SNNP,ET0705,Gedeo,ET070506,Gedeb,3,ET070506,Gedeb,octdec,-16.15762,-21.4344,-9.41393
ETH,ET,Ethiopia,ET07,SNNP,ET0705,Gedeo,ET070507,Dila town,3,ET070507,Dila town,octdec,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0705,Gedeo,ET070508,Chelelektu town,3,ET070508,Chelelektu town,octdec,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0705,Gedeo,ET070509,Rape,3,ET070509,Rape,octdec,-41.94343,-49.40857,-38.30444
ETH,ET,Ethiopia,ET07,SNNP,ET0705,Gedeo,ET070510,Churso,3,ET070510,Churso,octdec,-33.22858,-45.72766,-24.37154
ETH,ET,Ethiopia,ET07,SNNP,ET0705,Gedeo,ET070511,Gedeb town,3,ET070511,Gedeb town,octdec,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0705,Gedeo,ET070512,Yirgachefe town,3,ET070512,Yirgachefe town,octdec,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070601,Boloso Sore,3,ET070601,Boloso Sore,octdec,63.78624,38.28345,89.12007
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070602,Damot Gale,3,ET070602,Damot Gale,octdec,26.17246,7.94656,53.90132
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070603,Damot Woide,3,ET070603,Damot Woide,octdec,30.45021,19.3334,47.27466
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070604,Humbo,3,ET070604,Humbo,octdec,-0.02531,-20.42873,13.78436
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070605,Sodo Zuria,3,ET070605,Sodo Zuria,octdec,27.06244,11.89987,47.18314
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070606,Kindo Koyesha,3,ET070606,Kindo Koyesha,octdec,32.6896,9.4093,63.83896
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070607,Ofa,3,ET070607,Ofa,octdec,12.09387,-8.56219,37.76872
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070608,Boloso Bombe,3,ET070608,Boloso Bombe,octdec,94.07697,75.93645,113.10432
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070609,Damot Sore,3,ET070609,Damot Sore,octdec,39.17576,22.79771,80.9028
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070610,Kindo Daddaye,3,ET070610,Kindo Daddaye,octdec,58.45087,37.26334,81.7235
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070611,Damot Pullasa,3,ET070611,Damot Pullasa,octdec,43.13786,37.52263,51.224
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070612,Duguna Fango,3,ET070612,Duguna Fango,octdec,38.55524,24.53159,50.39394
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070613,Sodo Town,3,ET070613,Sodo Town,octdec,9.6234,9.6234,9.6234
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070614,Areka town,3,ET070614,Areka town,octdec,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070615,Boditi town,3,ET070615,Boditi town,octdec,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070616,Tebela town,3,ET070616,Tebela town,octdec,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070617,Gesuba town,3,ET070617,Gesuba town,octdec,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070618,Gununo Hamus town,3,ET070618,Gununo Hamus town,octdec,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070619,Hobicha Abaya,3,ET070619,Hobicha Abaya,octdec,10.00816,-7.04807,43.72519
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070620,Kawo Koisha,3,ET070620,Kawo Koisha,octdec,40.50286,14.11066,70.43086
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070621,Abela Abaya,3,ET070621,Abela Abaya,octdec,-2.96692,-12.28202,4.65864
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070622,Bayera Koisha,3,ET070622,Bayera Koisha,octdec,39.69608,39.69608,39.69608
ETH,ET,Ethiopia,ET07,SNNP,ET0707,South Omo,ET070701,Salamago,3,ET070701,Salamago,octdec,3.79214,-49.94193,64.04572
ETH,ET,Ethiopia,ET07,SNNP,ET0707,South Omo,ET070702,South Ari,3,ET070702,South Ari,octdec,22.28882,0.21857,46.64081
ETH,ET,Ethiopia,ET07,SNNP,ET0707,South Omo,ET070703,North Ari,3,ET070703,North Ari,octdec,6.0784,-11.20282,17.59988
ETH,ET,Ethiopia,ET07,SNNP,ET0707,South Omo,ET070704,Hamer,3,ET070704,Hamer,octdec,-31.06968,-78.93098,-3.29942
ETH,ET,Ethiopia,ET07,SNNP,ET0707,South Omo,ET070705,Bena Tsemay,3,ET070705,Bena Tsemay,octdec,-24.68024,-87.84222,33.66486
ETH,ET,Ethiopia,ET07,SNNP,ET0707,South Omo,ET070706,Dasenech /Kuraz,3,ET070706,Dasenech /Kuraz,octdec,-17.84225,-33.19931,-2.37787
ETH,ET,Ethiopia,ET07,SNNP,ET0707,South Omo,ET070707,Malie,3,ET070707,Malie,octdec,-9.74484,-52.83347,16.13733
ETH,ET,Ethiopia,ET07,SNNP,ET0707,South Omo,ET070708,Nyngatom,3,ET070708,Nyngatom,octdec,-11.85215,-41.68213,28.28494
ETH,ET,Ethiopia,ET07,SNNP,ET0707,South Omo,ET070709,Jinka town,3,ET070709,Jinka town,octdec,24.51367,24.51367,24.51367
ETH,ET,Ethiopia,ET07,SNNP,ET0707,South Omo,ET070710,Boko Dawula,3,ET070710,Boko Dawula,octdec,30.37483,26.81583,36.41415
ETH,ET,Ethiopia,ET07,SNNP,ET0707,South Omo,ET070711,Wub Ari,3,ET070711,Wub Ari,octdec,1.27526,-17.42709,20.57184
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071003,Selamber town,3,ET071003,Selamber town,octdec,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071004,Boreda,3,ET071004,Boreda,octdec,11.86838,0.11545,26.50945
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071005,Mirab Abaya,3,ET071005,Mirab Abaya,octdec,4.82824,-9.07143,23.16167
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071006,Chencha Zuriya,3,ET071006,Chencha Zuriya,octdec,13.23319,1.14401,27.07208
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071007,Ezo /Kogota,3,ET071007,Ezo /Kogota,octdec,9.03682,6.93105,13.1801
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071008,Dita,3,ET071008,Dita,octdec,24.57567,-0.7981,42.7292
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071009,Daramalo,3,ET071009,Daramalo,octdec,13.74984,-29.69078,32.3833
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071010,Chencha,3,ET071010,Chencha,octdec,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071011,Kemba,3,ET071011,Kemba,octdec,0.52788,-24.45502,29.14954
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071012,Kemba town,3,ET071012,Kemba town,octdec,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071013,Gerese,3,ET071013,Gerese,octdec,14.53781,-8.38196,37.13956
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071014,Bonke,3,ET071014,Bonke,octdec,13.7707,2.61752,27.2811
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071015,Arba Minch Zuria,3,ET071015,Arba Minch Zuria,octdec,18.79613,-12.0612,41.2401
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071016,Gacho Baba,3,ET071016,Gacho Baba,octdec,30.81434,12.21005,39.49503
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071017,Kucha Alpha,3,ET071017,Kucha Alpha,octdec,19.75931,-13.43781,39.5851
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071018,Garda Marta,3,ET071018,Garda Marta,octdec,-8.69459,-22.68141,5.78345
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071019,Kucha,3,ET071019,Kucha,octdec,28.11879,-6.40714,58.23125
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071021,Arba Minch town,3,ET071021,Arba Minch town,octdec,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0712,Alle,ET071205,Alle Special,3,ET071205,Alle Special,octdec,-18.4546,-51.49362,16.73912
ETH,ET,Ethiopia,ET07,SNNP,ET0713,Konso,ET071301,Karat town,3,ET071301,Karat town,octdec,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0713,Konso,ET071302,Segen Zuria,3,ET071302,Segen Zuria,octdec,-27.63406,-45.27017,-1.86429
ETH,ET,Ethiopia,ET07,SNNP,ET0713,Konso,ET071303,Karat Zuria,3,ET071303,Karat Zuria,octdec,-45.03694,-72.9539,-17.92981
ETH,ET,Ethiopia,ET07,SNNP,ET0713,Konso,ET071304,Kena,3,ET071304,Kena,octdec,-69.90898,-87.80952,-46.88599
ETH,ET,Ethiopia,ET07,SNNP,ET0714,Halaba,ET071401,Kulito town,3,ET071401,Kulito town,octdec,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0714,Halaba,ET071402,Wera,3,ET071402,Wera,octdec,22.64975,12.64893,35.02563
ETH,ET,Ethiopia,ET07,SNNP,ET0714,Halaba,ET071403,Atote Ulo,3,ET071403,Atote Ulo,octdec,39.68828,11.99256,57.46593
ETH,ET,Ethiopia,ET07,SNNP,ET0714,Halaba,ET071404,Wera Djo,3,ET071404,Wera Djo,octdec,16.62308,5.48,39.73199
ETH,ET,Ethiopia,ET07,SNNP,ET0715,Gofa,ET071501,Melekoza,3,ET071501,Melekoza,octdec,7.40357,-29.95642,47.12555
ETH,ET,Ethiopia,ET07,SNNP,ET0715,Gofa,ET071502,Denba Gofa,3,ET071502,Denba Gofa,octdec,-24.60473,-57.98178,18.21709
ETH,ET,Ethiopia,ET07,SNNP,ET0715,Gofa,ET071503,Zala,3,ET071503,Zala,octdec,-11.52766,-32.75529,23.71295
ETH,ET,Ethiopia,ET07,SNNP,ET0715,Gofa,ET071504,Uba Debre Tsehay,3,ET071504,Uba Debre Tsehay,octdec,-1.72948,-18.785,22.5817
ETH,ET,Ethiopia,ET07,SNNP,ET0715,Gofa,ET071505,Gezei Gofa,3,ET071505,Gezei Gofa,octdec,-29.44293,-44.51587,-2.48373
ETH,ET,Ethiopia,ET07,SNNP,ET0715,Gofa,ET071506,O'yida,3,ET071506,O'yida,octdec,-11.69984,-29.30698,0.3244
ETH,ET,Ethiopia,ET07,SNNP,ET0715,Gofa,ET071507,Sawla town,3,ET071507,Sawla town,octdec,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0715,Gofa,ET071508,Bulike town,3,ET071508,Bulike town,octdec,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0715,Gofa,ET071509,Melo Gada,3,ET071509,Melo Gada,octdec,-19.31643,-51.75183,1.55963
ETH,ET,Ethiopia,ET07,SNNP,ET0716,Basketo,ET071601,Basketo SP Woreda,3,ET071601,Basketo SP Woreda,octdec,25.48339,-0.47742,65.31097
ETH,ET,Ethiopia,ET07,SNNP,ET0720,Siltie,ET072001,Alicho Woriro,3,ET072001,Alicho Woriro,octdec,68.73192,48.47883,85.40396
ETH,ET,Ethiopia,ET07,SNNP,ET0720,Siltie,ET072002,Siltie,3,ET072002,Siltie,octdec,42.43329,19.67004,71.90301
ETH,ET,Ethiopia,ET07,SNNP,ET0720,Siltie,ET072003,Lanfero,3,ET072003,Lanfero,octdec,23.16017,18.73111,27.51195
ETH,ET,Ethiopia,ET07,SNNP,ET0720,Siltie,ET072004,Mierab Azenet Berbere,3,ET072004,Mierab Azenet Berbere,octdec,38.4127,32.91547,50.26071
ETH,ET,Ethiopia,ET07,SNNP,ET0720,Siltie,ET072005,Dalocha,3,ET072005,Dalocha,octdec,14.54193,-2.07609,41.48974
ETH,ET,Ethiopia,ET07,SNNP,ET0720,Siltie,ET072006,Sankura,3,ET072006,Sankura,octdec,27.3267,18.40069,36.67802
ETH,ET,Ethiopia,ET07,SNNP,ET0720,Siltie,ET072007,Misrak Azenet Berbere,3,ET072007,Misrak Azenet Berbere,octdec,28.52349,22.77642,35.35817
ETH,ET,Ethiopia,ET07,SNNP,ET0720,Siltie,ET072008,Wulbareg,3,ET072008,Wulbareg,octdec,30.38866,14.91472,41.94932
ETH,ET,Ethiopia,ET07,SNNP,ET0720,Siltie,ET072009,Tora town,3,ET072009,Tora town,octdec,22.24203,22.24203,22.24203
ETH,ET,Ethiopia,ET07,SNNP,ET0720,Siltie,ET072010,Worabe town,3,ET072010,Worabe town,octdec,43.53648,38.65305,48.45526
ETH,ET,Ethiopia,ET07,SNNP,ET0720,Siltie,ET072011,Kibet town,3,ET072011,Kibet town,octdec,64.78615,64.78615,64.78615
ETH,ET,Ethiopia,ET07,SNNP,ET0720,Siltie,ET072012,Mito,3,ET072012,Mito,octdec,8.44459,1.47543,22.36488
ETH,ET,Ethiopia,ET07,SNNP,ET0720,Siltie,ET072013,Misrak Siltie,3,ET072013,Misrak Siltie,octdec,19.84596,4.08734,27.60172
ETH,ET,Ethiopia,ET07,SNNP,ET0721,Amaro,ET072102,Amaro,3,ET072102,Amaro,octdec,1.18963,-20.93883,26.85884
ETH,ET,Ethiopia,ET07,SNNP,ET0722,Burji,ET072203,Burji Special,3,ET072203,Burji Special,octdec,-30.36649,-73.97301,12.33786
ETH,ET,Ethiopia,ET07,SNNP,ET0723,Derashe,ET072304,Derashe Special,3,ET072304,Derashe Special,octdec,4.50945,-36.84549,28.48349
ETH,ET,Ethiopia,ET07,SNNP,ET0724,Yem Special,ET072401,Yem SP Woreda,3,ET072401,Yem SP Woreda,octdec,134.93217,98.77612,172.82976
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1101,Sheka,ET110101,Anderacha,3,ET110101,Anderacha,octdec,91.13088,62.11655,106.65399
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1101,Sheka,ET110102,Masha,3,ET110102,Masha,octdec,73.41709,22.84042,115.6351
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1101,Sheka,ET110103,Yeki,3,ET110103,Yeki,octdec,30.96813,16.74974,50.70583
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1101,Sheka,ET110104,Tepi,3,ET110104,Tepi,octdec,,,
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1101,Sheka,ET110105,Masha town,3,ET110105,Masha town,octdec,,,
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1102,Kefa,ET110201,Saylem,3,ET110201,Saylem,octdec,102.55093,74.6976,129.07047
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1102,Kefa,ET110202,Gesha,3,ET110202,Gesha,octdec,91.70662,74.18854,113.82977
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1102,Kefa,ET110203,Gewata,3,ET110203,Gewata,octdec,77.2363,21.1059,108.34546
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1102,Kefa,ET110204,Gimbo,3,ET110204,Gimbo,octdec,5.6919,-18.27605,36.28336
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1102,Kefa,ET110205,Adiyio,3,ET110205,Adiyio,octdec,22.43647,-4.75775,41.05296
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1102,Kefa,ET110206,Tullo,3,ET110206,Tullo,octdec,34.06637,16.31656,56.31445
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1102,Kefa,ET110207,Cheta,3,ET110207,Cheta,octdec,0.4172,-24.62936,39.92703
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1102,Kefa,ET110208,Decha,3,ET110208,Decha,octdec,21.32125,-13.61893,47.83633
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1102,Kefa,ET110209,Chena,3,ET110209,Chena,octdec,48.31636,38.98508,61.07037
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1102,Kefa,ET110210,Bita,3,ET110210,Bita,octdec,63.13134,35.3586,96.38867
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1102,Kefa,ET110211,Bonga town,3,ET110211,Bonga town,octdec,,,
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1102,Kefa,ET110212,Goba (SP),3,ET110212,Goba (SP),octdec,-4.42237,-36.99185,39.99203
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1102,Kefa,ET110213,Shisho Ande,3,ET110213,Shisho Ande,octdec,57.49274,19.12003,84.72488
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1102,Kefa,ET110214,Wacha,3,ET110214,Wacha,octdec,,,
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1103,Bench Sheko,ET110301,Sheko,3,ET110301,Sheko,octdec,17.47318,2.09433,30.59869
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1103,Bench Sheko,ET110302,Gurafereda,3,ET110302,Gurafereda,octdec,32.18063,2.47514,88.21619
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1103,Bench Sheko,ET110303,Debub Bench,3,ET110303,Debub Bench,octdec,32.70432,16.90103,55.789
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1103,Bench Sheko,ET110304,Shay Bench,3,ET110304,Shay Bench,octdec,18.19632,-15.99484,62.86346
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1103,Bench Sheko,ET110305,Semen Bench,3,ET110305,Semen Bench,octdec,36.86939,21.70166,47.90756
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1103,Bench Sheko,ET110306,Gidi Bench,3,ET110306,Gidi Bench,octdec,40.51359,35.42662,43.04993
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1103,Bench Sheko,ET110307,Mizan Aman town,3,ET110307,Mizan Aman town,octdec,,,
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1103,Bench Sheko,ET110308,Size town,3,ET110308,Size town,octdec,,,
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1104,Dawuro,ET110401,Tocha,3,ET110401,Tocha,octdec,95.67762,57.96227,141.43558
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1104,Dawuro,ET110402,Mareka,3,ET110402,Mareka,octdec,71.03307,59.87805,90.14696
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1104,Dawuro,ET110403,Loma,3,ET110403,Loma,octdec,68.01208,31.0174,93.85883
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1104,Dawuro,ET110404,Gena,3,ET110404,Gena,octdec,98.10616,67.91382,126.72545
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1104,Dawuro,ET110405,Isara,3,ET110405,Isara,octdec,43.3129,10.7655,67.94641
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1104,Dawuro,ET110406,Kachi,3,ET110406,Kachi,octdec,102.96273,82.61325,126.45731
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1104,Dawuro,ET110407,Tercha Zuriya,3,ET110407,Tercha Zuriya,octdec,73.3015,62.28186,82.01311
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1104,Dawuro,ET110408,Mari Mansa,3,ET110408,Mari Mansa,octdec,79.26084,60.29614,105.76932
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1104,Dawuro,ET110409,Disa,3,ET110409,Disa,octdec,43.36674,-8.86673,87.80164
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1104,Dawuro,ET110410,Zabagazo,3,ET110410,Zabagazo,octdec,82.34362,36.12024,116.32977
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1104,Dawuro,ET110411,Tercha town,3,ET110411,Tercha town,octdec,,,
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1104,Dawuro,ET110412,Gesa town,3,ET110412,Gesa town,octdec,,,
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1105,Mirab Omo,ET110501,Gachit,3,ET110501,Gachit,octdec,28.76246,-12.72354,70.04263
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1105,Mirab Omo,ET110502,Menit Goldiye,3,ET110502,Menit Goldiye,octdec,4.52109,-46.03201,56.38037
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1105,Mirab Omo,ET110503,Gori Gesha,3,ET110503,Gori Gesha,octdec,38.15413,-16.7356,102.22812
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1105,Mirab Omo,ET110504,Menit Shasha,3,ET110504,Menit Shasha,octdec,23.33561,-38.27646,74.32053
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1105,Mirab Omo,ET110505,Bero,3,ET110505,Bero,octdec,59.80738,33.66949,98.55557
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1105,Mirab Omo,ET110506,Surma,3,ET110506,Surma,octdec,45.13853,4.28305,121.97305
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1105,Mirab Omo,ET110507,Maji,3,ET110507,Maji,octdec,-0.31124,-56.70978,61.97549
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1106,Konta Special,ET110601,Konta,3,ET110601,Konta,octdec,14.37293,-25.13544,84.43646
ETH,ET,Ethiopia,ET12,Gambela,ET1201,Nuwer,ET120101,Akobo,3,ET120101,Akobo,octdec,-7.89574,-18.10041,2.81941
ETH,ET,Ethiopia,ET12,Gambela,ET1201,Nuwer,ET120102,Lare,3,ET120102,Lare,octdec,3.94723,-4.24603,10.15083
ETH,ET,Ethiopia,ET12,Gambela,ET1201,Nuwer,ET120103,Jikawo,3,ET120103,Jikawo,octdec,-0.02613,-3.36311,3.44092
ETH,ET,Ethiopia,ET12,Gambela,ET1201,Nuwer,ET120104,Wantawo,3,ET120104,Wantawo,octdec,-4.97474,-12.65929,0.91449
ETH,ET,Ethiopia,ET12,Gambela,ET1201,Nuwer,ET120105,Makuey,3,ET120105,Makuey,octdec,1.7315,-2.15388,7.24944
ETH,ET,Ethiopia,ET12,Gambela,ET1202,Agnewak,ET120200,Gambela National Park,3,ET120200,Gambela National Park,octdec,5.34204,-3.05155,12.6879
ETH,ET,Ethiopia,ET12,Gambela,ET1202,Agnewak,ET120201,Abobo,3,ET120201,Abobo,octdec,11.26665,-5.47644,41.68536
